AnonID,year,nonspec_EM1a,nonspec_EM1b,nonspec_MNS1a,nonspec_MNS1b,nonspec_MSE1a,nonspec_MSE1b,spec_CAP,spec_ILA,spec_PPS
S8e370bb9,2016/7,,,,,,,62,49,63
S8e3a5932,2016/7,,,,,,,65,71,48
S8ead41dc,2013/4,,,,,,,69,51,69
S8ef625b0,2015/6,,,,,,,40,,
S8f1e3119,2014/5,,,,,,,94,90,
S8f4b4a91,2014/5,,,,,,,47,74,
S8f4d7cbf,2017/8,,,,,,,52,56,
S8f9c21d1,2017/8,,,,,,,71,82,54
S8fed1011,2014/5,,,,,,,72,70,
S90008ece,2013/4,,,,,,,57,49,
S9005b71a,2017/8,,,,,,,63,60,61
S9010c94f,2016/7,,,,,,,91,88,
S90945618,2016/7,,,,,,,93,91,84
S90ba2416,2016/7,,,,,,,64,68,
S90bd2b73,2015/6,,,,,,,46,43,41
S90ccb3a5,2014/5,,,,,,,67,49,47
S90f5562a,2017/8,,,,,,,59,66,29
S90fd218e,2013/4,,,,,,,65,56,65
S90fff39c,2014/5,,,,,,,69,54,53
S9141a4cd,2013/4,,,,,,,76,55,
S91475d21,2017/8,,,,,,,58,95,
S916e96db,2013/4,,,,,,,59,57,45
S91ba6f81,2017/8,,,,,,,72,89,
S91ec8933,2017/8,,,,,,,76,77,77
S91f3fbd6,2016/7,,,,,,,65,65,
S922c80a1,2013/4,,,,,,,97,94,99
S9230d6df,2015/6,,,,,,,78,75,47
S927e69bc,2017/8,,,,,,,74,86,73
S92843d8d,2014/5,,,,,,,56,52,
S929ab6c1,2015/6,,,,,,,1,30,0
S92b522f1,2015/6,,,,,,,69,79,
S92ba18b5,2015/6,,,,,,,84,87,88
S92d34442,2013/4,,,,,,,51,53,
S92fe3686,2015/6,,,,,,,74,82,67
S9322b17a,2016/7,,,,,,,48,59,47
S933f118d,2014/5,,,,,,,52,29,51
S938c539c,2015/6,,,,,,,71,57,52
S93a5bc27,2015/6,,,,,,,44,45,44
S93fd72eb,2013/4,,,,,,,68,,
S94220bdb,2014/5,,,,,,,77,63,64
S9425966e,2017/8,,,,,,,64,77,55
S942b07b1,2017/8,,,,,,,72,93,62
S94542ae9,2017/8,,,,,,,22,62,7
S948338fa,2016/7,,,,,,,51,,
S94bc4d7d,2014/5,,,,,,,66,65,
S94ccece0,2016/7,,,,,,,34,74,42
S950c6f40,2015/6,,,,,,,59,66,
S953d8428,2017/8,,,,,,,51,54,
S957edc2d,2017/8,,,,,,,59,42,
S957fdea0,2015/6,,,,,,,96,97,93
S95fed125,2016/7,,,,,,,5,28,1
S961cb466,2015/6,,,,,,,79,73,58
S96319480,2015/6,,,,,,,81,83,88
S96342013,2013/4,,,,,,,90,58,
S9634bdf3,2013/4,,,,,,,56,67,69
S963cf191,2016/7,,,,,,,50,53,
S965b95bf,2017/8,,,,,,,41,60,46
S96b08ba2,2014/5,,,,,,,26,,
S96c56598,2016/7,,,,,,,57,66,61
S96eb8a76,2017/8,,,,,,,76,87,
S96f850cd,2013/4,,,,,,,76,68,
S97074d79,2016/7,,,,,,,92,83,76
S9726eeb0,2016/7,,,,,,,71,79,
S97b9e73e,2017/8,,,,,,,72,72,
S9804c85a,2016/7,,,,,,,50,60,
S98078979,2017/8,,,,,,,60,67,
S9810f617,2014/5,,,,,,,88,93,92
S981ac171,2014/5,,,,,,,82,76,
S9821a4ce,2016/7,,,,,,,49,55,51
S985894d9,2016/7,,,,,,,54,47,27
S98a7503a,2016/7,,,,,,,46,48,23
S98a9ea84,2015/6,,,,,,,40,69,43
S99518e26,2017/8,,,,,,,74,85,71
S995d129e,2017/8,,,,,,,74,73,52
S99aafccb,2017/8,,,,,,,61,73,55
S99ba9f0b,2016/7,,,,,,,81,85,90
S99cb2cbc,2014/5,,,,,,,69,49,43
S99decf09,2014/5,,,,,,,90,89,
S99fa0806,2014/5,,,,,,,56,60,
S9a2d59c7,2013/4,,,,,,,60,50,
S9a42b179,2013/4,,,,,,,88,75,91
S9a5e75d7,2016/7,,,,,,,86,87,72
S9a70ec4a,2013/4,,,,,,,59,64,
S9a86b603,2016/7,,,,,,,81,74,
S9b4253e8,2017/8,,,,,,,38,82,
S9bd21961,2013/4,,,,,,,60,51,
S9bf313ae,2014/5,,,,,,,51,70,
S9c041568,2015/6,,,,,,,52,56,56
S9c0a1667,2016/7,,,,,,,41,73,57
S9c1a3722,2013/4,,,,,,,56,54,
S9c3b5b29,2014/5,,,,,,,50,68,
S9c55954b,2016/7,,,,,,,50,70,
S9c630815,2014/5,,,,,,,90,66,58
S9c66fe03,2017/8,,,,,,,64,83,
S9c8bf271,2013/4,,,,,,,61,78,54
S9c8cd955,2017/8,,,,,,,72,92,
S9c9db818,2014/5,,,,,,,97,84,96
S9cd10a1c,2016/7,,,,,,,73,63,
S9cffb8f0,2015/6,,,,,,,75,88,58
S9d86f8b6,2017/8,,,,,,,45,74,35
S9de441ef,2016/7,,,,,,,82,66,75
S9def9f97,2015/6,,,,,,,86,90,
S9df0bf40,2015/6,,,,,,,73,59,
S9df1db19,2014/5,,,,,,,68,65,
S9e158754,2014/5,,,,,,,85,79,73
S9e59ea25,2016/7,,,,,,,60,53,
S9ea7855d,2016/7,,,,,,,72,70,67
S9ecd4480,2015/6,,,,,,,56,,
S9f50ef4d,2017/8,,,,,,,53,66,
S9f609b48,2017/8,,,,,,,33,50,
S9f7cc216,2017/8,,,,,,,66,76,62
S9f9fd2ec,2015/6,,,,,,,80,84,70
S9fb531d1,2017/8,,,,,,,40,78,4
S9fb730ea,2015/6,,,,,,,28,55,42
S9fc09122,2015/6,,,,,,,93,94,
Sa00ce5b7,2014/5,,,,,,,17,29,6
Sa066b98a,2017/8,,,,,,,54,77,
Sa071ac7c,2016/7,,,,,,,87,86,
Sa07acbb5,2015/6,,,,,,,91,87,90
Sa09455dd,2017/8,,,,,,,67,77,53
Sa0a747c6,2016/7,,,,,,,75,70,52
Sa0dc2884,2015/6,,,,,,,75,88,76
Sa0efb7d8,2017/8,,,,,,,48,65,57
Sa1324bfa,2016/7,,,,,,,62,51,16
Sa1490fd9,2017/8,,,,,,,62,,
Sa16dec87,2017/8,,,,,,,74,69,51
Sa1719188,2017/8,,,,,,,71,87,40
Sa18ebee8,2014/5,,,,,,,85,78,86
Sa1d9d8b0,2013/4,,,,,,,40,60,46
Sa2064774,2014/5,,,,,,,83,54,70
Sa20b8b73,2015/6,,,,,,,95,99,99
Sa240cd26,2013/4,,,,,,,62,,
Sa25894e7,2015/6,,,,,,,47,56,66
Sa26ae2b5,2016/7,,,,,,,79,65,68
Sa27cf5ce,2015/6,,,,,,,85,82,97
Sa2b1c508,2017/8,,,,,,,50,61,43
Sa2f1b986,2016/7,,,,,,,80,72,78
Sa30ccf91,2013/4,,,,,,,69,69,74
Sa32a1a6e,2014/5,,,,,,,30,,
Sa3abeedf,2014/5,,,,,,,77,72,
Sa3b213a5,2015/6,,,,,,,73,80,71
Sa3de2b94,2013/4,,,,,,,71,55,81
Sa3f6f244,2017/8,,,,,,,51,51,47
Sa3fb6341,2017/8,,,,,,,94,95,90
Sa3fbfdcd,2016/7,,,,,,,25,37,3
Sa409a767,2016/7,,,,,,,81,71,
Sa4345df0,2017/8,,,,,,,34,47,16
Sa45b6a3b,2016/7,,,,,,,72,,
Sa476d80d,2015/6,,,,,,,86,97,90
Sa4a914bc,2015/6,,,,,,,70,80,68
Sa4d000fa,2014/5,,,,,,,63,51,63
Sa4d1a451,2016/7,,,,,,,54,64,
Sa4de6a01,2015/6,,,,,,,48,59,
Sa50dec7f,2017/8,,,,,,,45,65,51
Sa5239e71,2014/5,,,,,,,56,57,
Sa5336f61,2016/7,,,,,,,63,53,52
Sa5404361,2017/8,,,,,,,30,72,
Sa5623037,2015/6,,,,,,,64,87,68
Sa57611ed,2017/8,,,,,,,74,81,
Sa5bde311,2015/6,,,,,,,34,22,27
Sa5f0110d,2014/5,,,,,,,33,51,11
Sa5f48c62,2017/8,,,,,,,36,45,22
Sa611e644,2014/5,,,,,,,40,51,46
Sa612744e,2017/8,,,,,,,63,61,
Sa62a4c29,2013/4,,,,,,,78,70,70
Sa63033fe,2013/4,,,,,,,87,81,91
Sa65397ad,2015/6,,,,,,,58,74,
Sa654571a,2017/8,,,,,,,14,26,0
Sa6581be7,2015/6,,,,,,,78,74,64
Sa6c169e2,2014/5,,,,,,,88,70,
Sa6fe3834,2015/6,,,,,,,70,90,
Sa72ea107,2017/8,,,,,,,93,88,
Sa7aa6342,2013/4,,,,,,,75,54,61
Sa7cdd809,2017/8,,,,,,,51,58,
Sa80a0872,2014/5,,,,,,,89,81,90
Sa84f82fa,2013/4,,,,,,,46,47,41
Sa8525b4e,2014/5,,,,,,,71,53,55
Sa862db5f,2016/7,,,,,,,59,65,
Sa878b42f,2014/5,,,,,,,52,46,
Sa8d27d37,2013/4,,,,,,,87,85,97
Sa8d60bdb,2013/4,,,,,,,52,60,
Sa95c4ed4,2015/6,,,,,,,32,18,21
Sa9a98697,2013/4,,,,,,,81,80,90
Sa9d75d46,2017/8,,,,,,,40,72,50
Saa11db5b,2015/6,,,,,,,60,86,71
Saa70726f,2013/4,,,,,,,73,74,
Saa9848e9,2014/5,,,,,,,43,51,41
Sab103b47,2013/4,,,,,,,63,50,
Sab119ffc,2014/5,,,,,,,74,75,66
Sab1ad354,2014/5,,,,,,,49,49,59
Sab2142ef,2017/8,,,,,,,61,82,67
Sab2e01f8,2017/8,,,,,,,44,47,21
Sabd73ce7,2016/7,,,,,,,55,35,37
Sabec5958,2013/4,,,,,,,43,40,52
Sabef6254,2017/8,,,,,,,41,38,
Sabfb7778,2016/7,,,,,,,60,62,
Sac03d92a,2014/5,,,,,,,65,77,80
Sac3ad726,2015/6,,,,,,,41,,
Sac92288f,2017/8,,,,,,,30,39,
Sacb10456,2016/7,,,,,,,82,71,65
Sace7d922,2016/7,,,,,,,40,43,
Sace82394,2013/4,,,,,,,54,44,53
Sad13574b,2014/5,,,,,,,35,71,
Sad6e1e90,2014/5,,,,,,,75,61,
Sad72639f,2014/5,,,,,,,75,52,38
Sad9effa0,2014/5,,,,,,,59,45,53
Sadc2bcb4,2014/5,,,,,,,68,74,73
Sadd9b8bd,2016/7,,,,,,,87,93,89
Sae2f7e43,2013/4,,,,,,,60,55,66
Sae3a7665,2015/6,,,,,,,84,82,
Sae403ffb,2015/6,,,,,,,98,85,
Sae98ae1d,2016/7,,,,,,,79,86,
Saf021522,2015/6,,,,,,,82,95,81
Saf51a3a0,2017/8,,,,,,,90,97,90
Saf85a1ce,2016/7,,,,,,,70,71,64
Safb1b380,2015/6,,,,,,,66,88,
Safca03b7,2016/7,,,,,,,58,55,64
Safcba83c,2013/4,,,,,,,61,53,
Safcf6761,2017/8,,,,,,,63,78,59
Sb00197f2,2014/5,,,,,,,63,72,73
Sb04aa7d4,2015/6,,,,,,,56,74,50
Sb064b31e,2016/7,,,,,,,68,81,
Sb08a3dc1,2013/4,,,,,,,64,70,
Sb0dae26d,2013/4,,,,,,,50,62,57
Sb10b1f07,2016/7,,,,,,,81,71,80
Sb15035a2,2013/4,,,,,,,60,65,
Sb15e024b,2016/7,,,,,,,60,60,
Sb182de87,2014/5,,,,,,,65,71,59
Sb1a6fd3b,2015/6,,,,,,,76,86,78
Sb1c409c7,2017/8,,,,,,,37,60,54
Sb1dbc293,2016/7,,,,,,,40,48,
Sb20e5ed7,2013/4,,,,,,,45,38,21
Sb253f4dd,2017/8,,,,,,,34,61,34
Sb26baa6e,2016/7,,,,,,,68,79,82
Sb2b5ab90,2013/4,,,,,,,90,81,
Sb2db6ac2,2013/4,,,,,,,79,,
Sb3547ffd,2016/7,,,,,,,59,55,
Sb3accd28,2017/8,,,,,,,70,86,
Sb3ed315c,2014/5,,,,,,,54,69,
Sb425e43b,2016/7,,,,,,,41,,
Sb4520766,2014/5,,,,,,,41,27,46
Sb470cd91,2013/4,,,,,,,53,44,
Sb479776a,2017/8,,,,,,,46,55,27
Sb5707212,2013/4,,,,,,,43,66,45
Sb5727f65,2016/7,,,,,,,92,82,86
Sb5982170,2013/4,,,,,,,72,74,65
Sb5a272b4,2017/8,,,,,,,81,84,54
Sb5b44eae,2017/8,,,,,,,5,35,
Sb5ccfe43,2014/5,,,,,,,57,67,
Sb5f6ef02,2014/5,,,,,,,70,59,61
Sb607b459,2017/8,,,,,,,88,91,
Sb615482e,2015/6,,,,,,,71,79,75
Sb6277ce9,2017/8,,,,,,,66,77,62
Sb62c1b20,2014/5,,,,,,,63,60,77
Sb651b658,2017/8,,,,,,,62,70,58
Sb65da7a7,2014/5,,,,,,,85,91,
Sb67c721d,2013/4,,,,,,,56,60,46
Sb6856473,2014/5,,,,,,,47,49,80
Sb6c3ee21,2013/4,,,,,,,47,47,53
Sb6d7e48a,2017/8,,,,,,,74,78,46
Sb6f57c4f,2013/4,,,,,,,83,88,92
Sb72553ed,2016/7,,,,,,,80,89,73
Sb72ad018,2016/7,,,,,,,79,72,
Sb7347035,2014/5,,,,,,,99,85,96
Sb74df6b3,2013/4,,,,,,,47,60,49
Sb76bbebc,2017/8,,,,,,,38,74,
Sb7aa64a1,2017/8,,,,,,,24,46,
Sb7b0b260,2016/7,,,,,,,44,,
Sb7ccb493,2013/4,,,,,,,68,60,83
Sb7f14124,2015/6,,,,,,,95,96,
Sb7f4ce61,2016/7,,,,,,,51,62,
Sb8037ab8,2016/7,,,,,,,83,79,72
Sb8099d8b,2017/8,,,,,,,87,94,
Sb84b1876,2014/5,,,,,,,90,69,80
Sb84b3317,2017/8,,,,,,,78,76,80
Sb8b0a559,2013/4,,,,,,,91,91,94
Sb8f74b42,2016/7,,,,,,,64,60,51
Sb901f39a,2017/8,,,,,,,47,62,58
Sb936f1a9,2016/7,,,,,,,74,68,57
Sb95b8980,2013/4,,,,,,,41,47,63
Sb9608aeb,2013/4,,,,,,,67,49,
Sb99f131a,2017/8,,,,,,,35,53,33
Sb9e5f392,2015/6,,,,,,,55,95,73
Sba3b8548,2016/7,,,,,,,85,85,79
Sba462700,2017/8,,,,,,,84,88,
Sba869954,2015/6,,,,,,,53,65,54
Sbab6fde6,2013/4,,,,,,,90,87,
Sbabdb14e,2013/4,,,,,,,59,56,69
Sbac52ac2,2013/4,,,,,,,73,68,82
Sbae3867e,2016/7,,,,,,,88,89,69
Sbb462132,2017/8,,,,,,,66,72,49
Sbb598392,2017/8,,,,,,,82,78,71
Sbba5c5cc,2013/4,,,,,,,47,62,49
Sbbc415ab,2015/6,,,,,,,64,60,57
Sbc1ccaf8,2017/8,,,,,,,84,82,78
Sbc2b5a1b,2016/7,,,,,,,70,48,56
Sbcb39332,2013/4,,,,,,,74,59,75
Sbcd29c20,2015/6,,,,,,,41,54,47
Sbce73a72,2013/4,,,,,,,70,59,67
Sbd063e5a,2014/5,,,,,,,78,77,
Sbd1990a6,2016/7,,,,,,,61,48,64
Sbd372126,2015/6,,,,,,,69,78,
Sbd3ef239,2016/7,,,,,,,46,48,54
Sbdcf7870,2016/7,,,,,,,51,51,48
Sbde4231d,2016/7,,,,,,,74,,
Sbde7b117,2015/6,,,,,,,54,60,67
Sbdead406,2016/7,,,,,,,98,93,94
Sbe297448,2015/6,,,,,,,92,67,80
Sbe3dd8d5,2016/7,,,,,,,36,11,
Sbe45fae8,2014/5,,,,,,,76,69,
Sbeb90a27,2017/8,,,,,,,93,93,
Sbec2e822,2017/8,,,,,,,35,43,
Sbf5e3821,2015/6,,,,,,,38,,
Sbfa0fe5f,2014/5,,,,,,,87,86,
Sbfdf7a01,2013/4,,,,,,,48,47,
Sc02de4be,2016/7,,,,,,,60,46,
Sc02f6bae,2017/8,,,,,,,68,83,68
Sc037d9fc,2017/8,,,,,,,23,50,
Sc03d63dd,2014/5,,,,,,,28,,
Sc049745e,2014/5,,,,,,,74,73,76
Sc086891d,2016/7,,,,,,,81,90,
Sc0874442,2016/7,,,,,,,55,60,63
Sc0a30e0a,2015/6,,,,,,,83,69,62
Sc0cd420f,2013/4,,,,,,,83,74,
Sc0cf8f8a,2013/4,,,,,,,82,76,
Sc0e062e9,2013/4,,,,,,,50,64,
Sc0f09cc9,2013/4,,,,,,,49,60,54
Sc0f8eb6d,2017/8,,,,,,,69,81,61
Sc0fdb701,2016/7,,,,,,,66,65,
Sc1001d0f,2013/4,,,,,,,77,72,81
Sc1381eae,2016/7,,,,,,,67,68,54
Sc14db201,2016/7,,,,,,,53,68,
Sc16c43fa,2015/6,,,,,,,96,88,
Sc182c205,2017/8,,,,,,,67,76,83
Sc1831ffd,2015/6,,,,,,,69,83,
Sc18700e5,2017/8,,,,,,,89,99,
Sc195b25b,2016/7,,,,,,,66,53,
Sc1dfb77a,2013/4,,,,,,,56,47,27
Sc1fc6097,2016/7,,,,,,,72,55,62
Sc1ff6f7d,2014/5,,,,,,,86,76,
Sc2056719,2017/8,,,,,,,39,68,43
Sc236f845,2015/6,,,,,,,51,68,
Sc2908694,2014/5,,,,,,,67,63,
Sc2c389b7,2013/4,,,,,,,66,70,
Sc30f720c,2014/5,,,,,,,67,52,
Sc38c6f79,2017/8,,,,,,,42,77,63
Sc3a40f18,2013/4,,,,,,,74,59,59
Sc3db5b13,2014/5,,,,,,,57,59,56
Sc3e373d3,2015/6,,,,,,,85,76,
Sc42c5dd5,2013/4,,,,,,,52,55,67
Sc432ca72,2016/7,,,,,,,44,34,
Sc468dae0,2015/6,,,,,,,55,74,55
Sc46ffef4,2014/5,,,,,,,61,67,69
Sc4c63736,2014/5,,,,,,,49,50,44
Sc4ce0d37,2013/4,,,,,,,49,47,
Sc4dd8a8e,2016/7,,,,,,,69,63,
Sc4e9c5c2,2014/5,,,,,,,74,67,75
Sc52f2d4e,2015/6,,,,,,,55,59,
Sc5313be2,2015/6,,,,,,,80,85,65
Sc53ec144,2015/6,,,,,,,53,51,48
Sc559b5dd,2013/4,,,,,,,60,68,54
Sc56ce79b,2016/7,,,,,,,46,40,
Sc5b5b402,2013/4,,,,,,,27,31,
Sc5d85efb,2014/5,,,,,,,88,59,79
Sc5f6d8e1,2014/5,,,,,,,57,49,
Sc61756fb,2014/5,,,,,,,57,63,
Sc671490b,2017/8,,,,,,,53,67,42
Sc6734b5c,2015/6,,,,,,,55,53,
Sc6a4863a,2016/7,,,,,,,78,86,
Sc6bc3468,2016/7,,,,,,,47,50,
Sc6dbd231,2017/8,,,,,,,30,,
Sc7101219,2013/4,,,,,,,40,,29
Sc7238265,2017/8,,,,,,,50,74,56
Sc796909e,2015/6,,,,,,,94,93,87
Sc7ab912d,2017/8,,,,,,,30,47,37
Sc7dd3d58,2015/6,,,,,,,84,88,
Sc83faad6,2015/6,,,,,,,59,45,
Sc84a4bdc,2016/7,,,,,,,92,83,70
Sc87755f8,2016/7,,,,,,,70,65,52
Sc887f65d,2017/8,,,,,,,36,53,
Sc8a607a6,2014/5,,,,,,,51,45,
Sc90d2ea2,2016/7,,,,,,,71,,
Sc922dc56,2015/6,,,,,,,81,89,
Sc9377d76,2014/5,,,,,,,49,65,
Sc96a5a3b,2013/4,,,,,,,67,68,73
Sc9b871fc,2015/6,,,,,,,53,42,50
Sc9bfc808,2013/4,,,,,,,63,66,91
Sc9cfa647,2013/4,,,,,,,50,55,
Sc9d1b0fb,2016/7,,,,,,,48,,
Sca4faa08,2016/7,,,,,,,42,66,46
Sca7e6a01,2017/8,,,,,,,84,90,72
Scaa9eac2,2017/8,,,,,,,82,88,
Scaaa77f8,2016/7,,,,,,,84,89,74
Scae6737d,2016/7,,,,,,,81,78,70
Scaf440c8,2015/6,,,,,,,44,41,
Scb1c735c,2013/4,,,,,,,72,57,65
Scb1cda5a,2014/5,,,,,,,81,60,69
Scb21ffb8,2017/8,,,,,,,17,,
Scb589d9d,2016/7,,,,,,,67,67,
Scb80d30e,2015/6,,,,,,,82,89,66
Scb9885ef,2014/5,,,,,,,81,79,83
Scb9b6eb6,2017/8,,,,,,,63,68,
Scb9f333b,2015/6,,,,,,,53,,
Scbcd32d9,2017/8,,,,,,,66,90,69
Scbde0fad,2016/7,,,,,,,78,71,81
Scbfb4858,2015/6,,,,,,,51,62,
Scbfdbe94,2016/7,,,,,,,81,70,58
Scc09835e,2013/4,,,,,,,71,60,62
Scc19560f,2015/6,,,,,,,86,93,83
Scc23daae,2014/5,,,,,,,89,65,83
Scc7aedcb,2014/5,,,,,,,60,47,
Scc99c6e7,2016/7,,,,,,,86,84,83
Scce23b75,2015/6,,,,,,,70,65,
Scd1964db,2013/4,,,,,,,44,57,
Scd536296,2016/7,,,,,,,82,77,66
Scd654959,2013/4,,,,,,,68,67,
Scd847085,2015/6,,,,,,,50,67,53
Scd9303b7,2014/5,,,,,,,61,44,
Scdb17fd1,2014/5,,,,,,,90,83,
Scdc840e6,2013/4,,,,,,,44,52,
Scdd7fdc1,2016/7,,,,,,,62,50,64
Scdea2c37,2014/5,,,,,,,90,75,67
Scdec470b,2013/4,,,,,,,81,83,91
Sce389b57,2016/7,,,,,,,93,95,94
Sce4664c7,2016/7,,,,,,,63,68,
Sce7cba54,2015/6,,,,,,,44,79,55
Scec6f42f,2016/7,,,,,,,77,74,77
Scefc77be,2015/6,,,,,,,62,68,50
Scf0f5084,2015/6,,,,,,,48,65,
Scf14bf0e,2014/5,,,,,,,46,,
Scf38fbb1,2013/4,,,,,,,54,62,
Scf3d5f95,2013/4,,,,,,,44,57,
Scf540362,2016/7,,,,,,,60,,
Scf7d7e09,2016/7,,,,,,,82,78,67
Sd00b6480,2014/5,,,,,,,88,81,81
Sd010f259,2017/8,,,,,,,51,57,
Sd0120b2a,2016/7,,,,,,,68,55,55
Sd020cbf9,2017/8,,,,,,,70,70,61
Sd028878b,2017/8,,,,,,,58,75,63
Sd02facaf,2013/4,,,,,,,63,46,
Sd0338382,2015/6,,,,,,,67,90,
Sd060ce34,2013/4,,,,,,,65,64,63
Sd07694ea,2013/4,,,,,,,61,66,69
Sd08a9031,2013/4,,,,,,,72,47,
Sd0c41484,2015/6,,,,,,,69,73,
Sd0c8c599,2016/7,,,,,,,42,41,
Sd0d7e54e,2017/8,,,,,,,48,71,54
Sd123abc5,2013/4,,,,,,,88,73,91
Sd14ed3ec,2017/8,,,,,,,83,81,57
Sd15a7f71,2016/7,,,,,,,67,60,
Sd18733e0,2015/6,,,,,,,58,74,48
Sd1c94c61,2017/8,,,,,,,91,95,
Sd1e0310a,2014/5,,,,,,,58,60,45
Sd201c643,2014/5,,,,,,,40,44,
Sd238180a,2016/7,,,,,,,59,64,
Sd23a0afa,2016/7,,,,,,,42,52,21
Sd2781dd7,2017/8,,,,,,,66,91,
Sd29a8dd7,2016/7,,,,,,,21,22,2
Sd2af79a7,2017/8,,,,,,,92,93,
Sd2d286fd,2013/4,,,,,,,53,55,69
Sd2f1f726,2013/4,,,,,,,42,,
Sd2fdcdb8,2013/4,,,,,,,57,47,
Sd2ff1faa,2013/4,,,,,,,74,,
Sd31ea233,2014/5,,,,,,,82,66,59
Sd3294b93,2013/4,,,,,,,49,43,55
Sd3552ba4,2015/6,,,,,,,64,56,
Sd3729522,2015/6,,,,,,,46,57,48
Sd3bbd308,2017/8,,,,,,,67,84,
Sd3c0633f,2014/5,,,,,,,54,59,
Sd3c56e1d,2013/4,,,,,,,79,55,80
Sd3ef91cb,2014/5,,,,,,,54,25,30
Sd456286e,2017/8,,,,,,,71,67,
Sd47754d2,2017/8,,,,,,,60,74,58
Sd52913a3,2015/6,,,,,,,48,56,61
Sd55e990a,2016/7,,,,,,,59,73,51
Sd56814e3,2013/4,,,,,,,74,67,
Sd57ec36a,2015/6,,,,,,,64,86,68
Sd5a4124e,2015/6,,,,,,,19,25,
Sd5af2895,2013/4,,,,,,,65,57,
Sd5b96dcc,2017/8,,,,,,,67,73,65
Sd5d1d825,2015/6,,,,,,,93,93,96
Sd5ec4b56,2013/4,,,,,,,79,62,69
Sd64b74d8,2015/6,,,,,,,72,87,71
Sd6648a70,2017/8,,,,,,,58,63,45
Sd667cb53,2016/7,,,,,,,43,46,
Sd679b40b,2014/5,,,,,,,93,87,
Sd69c3bc9,2017/8,,,,,,,89,97,84
Sd6ab295d,2014/5,,,,,,,59,61,53
Sd6b77003,2015/6,,,,,,,85,66,
Sd6ba05b5,2014/5,,,,,,,72,64,
Sd6c5a5aa,2017/8,,,,,,,75,76,
Sd6c96410,2016/7,,,,,,,43,57,47
Sd6d8eece,2013/4,,,,,,,82,67,75
Sd6f37a61,2014/5,,,,,,,82,89,96
Sd71031ab,2017/8,,,,,,,61,83,
Sd725d57c,2015/6,,,,,,,88,80,68
Sd776ac2c,2015/6,,,,,,,67,72,47
Sd79f06f7,2013/4,,,,,,,72,51,68
Sd7aca27d,2015/6,,,,,,,60,68,
Sd7bceadc,2017/8,,,,,,,67,62,13
Sd7c663a0,2017/8,,,,,,,49,79,61
Sd7d60060,2016/7,,,,,,,76,57,52
Sd7dd1efa,2015/6,,,,,,,54,82,
Sd822cd20,2014/5,,,,,,,72,70,65
Sd8273b26,2015/6,,,,,,,83,83,89
Sd878684f,2017/8,,,,,,,75,77,73
Sd8ae53b0,2015/6,,,,,,,81,80,56
Sd8b6ac57,2014/5,,,,,,,61,,42
Sd8c3a9fe,2014/5,,,,,,,71,66,57
Sd8e3d8ff,2014/5,,,,,,,80,62,71
Sd920b006,2014/5,,,,,,,80,72,
Sd9368c1c,2015/6,,,,,,,53,45,
Sd9742db0,2017/8,,,,,,,3,29,
Sd9910b64,2016/7,,,,,,,41,56,52
Sd9a8a35e,2013/4,,,,,,,73,60,62
Sd9ad233b,2017/8,,,,,,,77,78,
Sd9b0111c,2016/7,,,,,,,73,75,73
Sda0690ba,2017/8,,,,,,,16,,
Sda229867,2014/5,,,,,,,42,49,
Sda48491d,2014/5,,,,,,,65,66,65
Sda4b8925,2014/5,,,,,,,58,40,61
Sda9417a6,2017/8,,,,,,,46,54,61
Sdaa463a3,2016/7,,,,,,,77,63,
Sdac2ac16,2017/8,,,,,,,82,68,
Sdacdad84,2014/5,,,,,,,40,40,
Sdad1e46d,2015/6,,,,,,,44,54,44
Sdb59cac1,2013/4,,,,,,,48,52,
Sdb62c9ba,2016/7,,,,,,,70,63,47
Sdb7964b5,2013/4,,,,,,,71,64,79
Sdbad34f9,2014/5,,,,,,,65,72,48
Sdbf7c3b4,2016/7,,,,,,,95,88,80
Sdc15ab80,2015/6,,,,,,,43,83,
Sdc7f75ca,2016/7,,,,,,,78,75,76
Sdcdd9674,2014/5,,,,,,,64,76,68
Sdceb49bf,2017/8,,,,,,,75,79,
Sdcf9f86d,2016/7,,,,,,,80,83,71
Sdd03c39a,2017/8,,,,,,,62,69,
Sdd2863d3,2017/8,,,,,,,60,46,32
Sdd407f2c,2016/7,,,,,,,58,49,55
Sdd679398,2015/6,,,,,,,78,73,70
Sdd830140,2014/5,,,,,,,80,78,79
Sddc23dd6,2017/8,,,,,,,82,92,
Sde21071a,2016/7,,,,,,,76,52,50
Sde2e22d9,2013/4,,,,,,,66,62,
Sde838260,2014/5,,,,,,,96,81,84
Sde910874,2014/5,,,,,,,58,61,
Sde9d8b5b,2015/6,,,,,,,64,66,67
Sdeaed4e5,2016/7,,,,,,,68,78,
Sdeb642e6,2017/8,,,,,,,81,92,74
Sdee764e3,2014/5,,,,,,,88,85,90
Sdf0e6e3c,2017/8,,,,,,,86,90,82
Sdf749e13,2017/8,,,,,,,58,76,
Sdfaa4088,2017/8,,,,,,,67,92,70
Sdfbfb39a,2015/6,,,,,,,24,65,27
Sdfda0a86,2013/4,,,,,,,52,53,
Sdfdbc8f9,2014/5,,,,,,,63,48,43
Se003a670,2016/7,,,,,,,59,70,58
Se024bed0,2016/7,,,,,,,80,83,79
Se08c758f,2016/7,,,,,,,95,99,99
Se094a109,2013/4,,,,,,,72,52,
