"AnonID","Q1","Q3","N3","Q5","Q6","Q7","N7","Q9","Q10","N10","N11","N12","Q13","Q14","Q15","Q16","Q17","Q18","Q19","Q20","Total","AAC","APPS","CAP","ILA","MfP1","PPS","SVCDE","AAC.Grade","APPS.Grade","CAP.Grade","ILA.Grade","MfP1.Grade","PPS.Grade","SVCDE.Grade","School","Gender","Region","ILA.bin","PPS.MfP1","CAP.MfP1","ILA.MfP1","Y1Fs","Y2Fs","CAP.bin","PPS.bin","ILA.grade","Qual","Category","F1","SE_F1","Y1Fs.bin"
"25e221fc",5,5,5,5,2,5,5,5,5,0,0,5,2,2,3.75,0,5,0,0,0,59.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"M",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A-Level","Cat1",-0.622419492285249,0.357334366192507,NA
"26010cc5",5,0,5,5,5,5,0,5,5,2.5,5,5,2,2,5,5,5,5,5,5,81.5,NA,NA,78,85,NA,64,NA,NA,NA,"A","A",NA,"B",NA,1,"F",3,"Pass","No","No","No",0,NA,"Pass","Pass","AB","A-Level","Cat3",0.430615774161658,0.404102124417273,"0-1"
"26665885",5,5,5,5,5,5,0,5,5,4.38,2,5,5,5,5,5,5,5,5,5,91.38,NA,NA,90,94,NA,NA,NA,NA,NA,"A","A",NA,NA,NA,3,"M",2,"Pass",NA,"No","No",NA,NA,"Pass",NA,"AB","A-Level","Cat3",1.17298490317469,0.49652391190028,NA
"267bca7",5,0,5,5,5,0,0,5,2.5,0,2,5,2,5,5,5,5,5,0,0,61.5,NA,NA,67,59,NA,61,NA,NA,NA,"B","C",NA,"B",NA,1,"M",4,"Pass","No","No","No",0,NA,"Pass","Pass","CD","SQA","Cat3",-0.577037660320696,0.358135099845961,"0-1"
"271f93a2",5,5,5,5,5,5,0,5,5,0,5,5,5,5,5,5,5,5,5,0,85,NA,NA,54,64,NA,43,NA,NA,NA,"C","B",NA,"D",NA,1,"F",3,"Pass","No","No","No",1,NA,"Pass","Fail","AB","A-Level","Cat2",0.437485756072548,0.40469522669875,"0-1"
"272638e",5,5,3.75,5,0,5,0,5,0,1.25,5,5,0,2,2.5,5,5,0,0,0,54.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"M",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",-0.67117615289697,0.356555864638159,NA
"275574a1",5,5,5,5,0,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,90,NA,NA,87,NA,95,NA,NA,NA,NA,"A",NA,"A",NA,NA,2,"M",1,NA,NA,"Yes",NA,NA,NA,"Pass",NA,NA,"Unknown","Unknown",1.31504618081948,0.519533374155426,NA
"27df428c",5,5,5,5,2,0,0,5,0,0.63,5,5,3,0,5,5,5,5,0,0,60.63,NA,NA,51,54,NA,NA,NA,NA,NA,"C","C",NA,NA,NA,3,"F",4,"Pass",NA,"No","No",NA,NA,"Pass",NA,"CD","SQA","Cat3",-0.652323649091615,0.356846860869457,NA
"27e9c8d9",5,5,5,0,2,5,5,5,5,0,5,5,5,2,5,5,5,5,5,5,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"M",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",0.37151056496362,0.399204049583835,NA
"27fbe853",5,0,2.5,0,0,0,0,5,5,0,0,5,0,0,3.75,0,5,5,0,0,36.25,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,"D",NA,NA,2,"M",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",-1.5828463721381,0.361089610872938,NA
"28a917d8",5,5,5,5,5,5,5,5,5,0,2,5,0,0,5,5,5,5,5,0,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",-0.160928804198094,0.369311064724326,NA
"293c022c",5,5,5,5,2,5,5,5,0,5,5,5,5,2,5,5,5,5,5,5,89,NA,NA,42,76,NA,45,NA,NA,NA,"D","A",NA,"D",NA,1,"M",3,"Pass","No","No","No",2,NA,"Fail","Fail","AB","A-Level","Cat3",0.965117363278334,0.465322966520626,"2-3"
"298db493",2.5,5,1.25,5,0,0,0,5,5,0,0,0,0,0,5,5,5,0,0,0,38.75,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,"E",NA,NA,5,"F",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",-1.53313961220316,0.359658935986948,NA
"29a13b01",5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,95,68,71,NA,NA,NA,NA,82,"B","A",NA,NA,NA,NA,"A",1,"F",3,NA,NA,NA,NA,NA,0,NA,NA,NA,"Unknown","Unknown",1.60420282644493,0.568887865724809,NA
"29a3eb28",5,5,0,5,0,5,0,5,2.5,1.25,2,5,5,5,5,5,5,5,0,0,65.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"M",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",-0.412939565223332,0.361663203809962,NA
"29b1cba2",5,5,5,5,2,5,5,5,5,1.25,2,5,5,2,5,5,5,5,5,0,82.25,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,"E",NA,NA,2,"M",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",0.248498784507042,0.390145237723363,NA
"29cc1a4a",5,5,5,5,2,5,5,5,2.5,1.25,5,5,5,2,5,0,5,5,5,0,77.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"M",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",0.1128820548296,0.381800406235191,NA
"2a193d49",5,5,5,5,5,5,0,5,5,1.25,5,5,5,5,5,5,5,5,5,5,91.25,NA,NA,85,94,NA,75,NA,NA,NA,"A","A",NA,"A",NA,3,"F",2,"Pass","No","No","No",0,NA,"Pass","Pass","AB","Unknown","Unknown",0.934472244799832,0.461025859465337,"0-1"
"2a6f2c6",5,0,5,5,2,5,5,5,5,3.75,5,5,5,5,2.5,5,5,5,5,5,88.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"F",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",1.03744905059306,0.475792383453495,NA
"2af5e39a",5,0,1.25,5,0,5,0,5,2.5,2.5,1,5,2,2,5,5,5,5,0,0,56.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",-0.728501123226967,0.35574891884997,NA
"2b2f1d16",5,5,5,5,2,5,0,5,2.5,2.5,5,1,2,5,5,5,5,5,5,5,80,NA,NA,63,73,85,60,NA,NA,NA,"B","A","A","B",NA,2,"F",3,"Pass","Yes","Yes","Yes",0,NA,"Pass","Pass","AB","A-Level","Cat1",0.437637064509869,0.404708345814479,"0-1"
"2bf045eb",5,5,5,5,2,5,5,5,2.5,1.88,5,5,5,5,2.5,5,5,5,5,5,88.88,NA,NA,40,72,NA,50,NA,NA,NA,"E","A",NA,"C",NA,3,"M",1,"Pass","No","No","No",1,NA,"Fail","Pass","AB","A-Level","Cat3",0.870835941938354,0.452382129523638,"0-1"
"2c768bc8",5,5,5,5,2,5,5,0,5,5,5,5,5,2,5,5,5,5,5,5,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"M",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",0.941500799719076,0.462003862648701,NA
"2cf51f7b",5,5,2.5,0,2,5,0,5,2.5,3.75,5,4,2,5,2.5,5,5,0,0,0,59.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"F",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",-0.336473494566423,0.363671288094263,NA
"2d09a06c",5,5,5,5,0,5,0,5,5,3.13,5,5,5,2,5,5,5,5,5,5,85.13,NA,NA,80,79,NA,76,NA,NA,NA,"A","A",NA,"A",NA,3,"M",2,"Pass","No","No","No",0,NA,"Pass","Pass","AB","IB","Cat3",0.721440799453345,0.43367450177795,"0-1"
"2d27ffd7",0,0,0,0,0,2.5,0,5,5,0,0,0,3,0,2.5,5,5,0,0,0,28,NA,NA,49,50,NA,NA,NA,NA,NA,"D","C",NA,NA,NA,3,"F",4,"Pass",NA,"No","No",NA,NA,"Fail",NA,"CD","SQA","Cat1",-1.83634748094915,0.371070143205303,NA
"2df00208",5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,0,5,0,85,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,"A",NA,NA,5,"M",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",0.92466298442391,0.459668548984991,NA
"2e6a4e1c",5,5,2.5,5,0,5,5,5,5,0,5,5,5,5,5,5,5,5,0,0,77.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"F",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",0.0160264265350951,0.376778801595342,NA
"2ed33625",5,5,5,5,0,5,0,5,0,2.5,5,5,5,5,5,5,0,5,0,0,67.5,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,"B",NA,NA,NA,5,"M",3,"Pass",NA,NA,"No",NA,NA,NA,NA,"AB","Unknown","Unknown",-0.128864447081055,0.370518001647434,NA
"2f1a1cc8",0,5,2.5,0,0,0,0,5,5,1.25,2,4,2,2,5,5,5,5,0,0,48.75,NA,NA,34,47,NA,16,NA,NA,NA,"E","E",NA,"G",NA,1,"M",1,"Fail","No","No","No",3,NA,"Fail","Fail","CD","Unknown","Unknown",-1.03092907695907,0.353553880507993,"2-3"
"2f90897b",5,0,5,0,0,0,0,0,5,1.25,4,5,0,1,2.5,5,5,5,0,0,43.75,NA,NA,49,41,NA,NA,NA,NA,NA,"D","E",NA,NA,NA,3,"M",4,"Fail",NA,"No","No",NA,NA,"Fail",NA,"CD","SQA","Cat1",-1.1358639765224,0.353704734025576,NA
"2fab2a18",5,5,5,5,0,5,0,5,5,1.88,2,5,5,5,5,5,5,5,5,5,83.88,NA,NA,84,87,NA,73,NA,NA,NA,"A","A",NA,"A",NA,3,"F",1,"Pass","No","No","No",0,NA,"Pass","Pass","AB","A-Level","Cat1",0.628510199473482,0.423225145446758,"0-1"
"303579a0",5,0,1.25,5,2,5,0,0,2.5,1.25,5,5,5,5,5,5,5,5,0,5,67,NA,NA,44,57,NA,NA,NA,NA,NA,"E","C",NA,NA,NA,3,"M",4,"Pass",NA,"No","No",NA,NA,"Fail",NA,"CD","SQA","Cat3",-0.253155414321485,0.366156008262003,NA
"3071db02",5,0,5,5,0,5,0,0,5,5,2,5,5,5,3.75,5,5,5,5,0,70.75,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,"D",NA,NA,5,"F",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",0.194926566673488,0.386653658481491,NA
"307c3c57",5,5,5,5,2,2.5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,89.5,NA,NA,86,88,NA,75,NA,NA,NA,"A","A",NA,"A",NA,3,"M",1,"Pass","No","No","No",0,NA,"Pass","Pass","AB","A-Level","Cat1",1.19112367569565,0.499396172241475,"0-1"
"30d6bdb",0,0,5,0,0,0,0,5,2.5,0,0,0,0,0,5,5,5,5,0,0,32.5,NA,NA,25,34,NA,NA,NA,NA,NA,"F","E",NA,NA,NA,5,"F",4,"Fail",NA,"No","No",NA,NA,"Fail",NA,"E","SQA","Cat1",-1.67483023719381,0.364182253809566,NA
"312d9eb7",5,0,5,0,0,5,0,0,2.5,1.25,0,0,5,2,1.25,5,5,5,5,0,47,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,"E",NA,NA,2,"F",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",-0.9566789778717,0.353749972945243,NA
"318597a7",5,0,3.75,5,0,5,5,5,2.5,1.25,5,5,5,2,2.5,5,5,5,0,0,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"M",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",-0.29430616234841,0.364888111122104,NA
"319307e8",5,5,2.5,5,2,5,5,5,0,5,5,5,5,2,0,5,5,5,5,5,81.5,NA,NA,84,92,NA,78,NA,NA,NA,"A","A",NA,"A",NA,3,"M",2,"Pass","No","No","No",0,NA,"Pass","Pass","AB","Unknown","Unknown",0.55294454150542,0.415420805290045,"0-1"
"31e480fa",5,5,2.5,5,2,0,0,0,5,0,5,5,5,2,2.5,5,5,5,0,5,64,NA,NA,NA,NA,57,30,NA,NA,NA,NA,NA,"C","E",NA,2,"F",3,NA,"Yes",NA,NA,NA,NA,NA,"Fail",NA,"Unknown","Unknown",-0.497953911501571,0.359708647672388,NA
"32177e91",5,5,5,5,0,0,0,5,5,1.25,5,5,5,2,0,5,5,5,0,0,63.25,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,"C",NA,NA,5,"M",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",-0.373592568401477,0.362665577858126,NA
"3245efe2",5,0,5,5,0,5,5,5,5,2.5,5,0,5,2,1.25,5,5,5,5,0,70.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"F",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",-0.0327292257022056,0.374515386199257,NA
"329ab71f",5,0,5,5,0,5,0,5,5,3.13,2,5,5,5,0,5,5,5,0,0,65.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",-0.0894626711030269,0.372085285870215,NA
"32e2497d",5,5,5,5,0,5,5,5,5,4.38,5,4,5,5,5,5,5,5,0,5,88.38,NA,NA,70,62,58,59,NA,NA,NA,"A","B","C","C",NA,2,"M",4,"Pass","Yes","Yes","Yes",0,NA,"Pass","Pass","AB","SQA","Cat3",0.99110466434426,0.469032712959151,"0-1"
"33b8c73",5,5,5,5,5,5,0,5,5,3.75,5,5,5,5,5,5,5,5,5,5,93.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"M",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",1.33960022419345,0.523616606697155,NA
"343ea45e",5,5,5,5,2,5,5,5,5,5,5,0,2,5,5,5,5,0,5,5,84,NA,NA,66,90,NA,69,NA,NA,NA,"B","A",NA,"B",NA,3,"F",1,"Pass","No","No","No",0,NA,"Pass","Pass","AB","Unknown","Unknown",0.84833082567242,0.449418825833368,"0-1"
"34436b73",5,5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"F",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",1.58925184334412,0.566289647996036,NA
"346f648e",5,0,3.75,5,5,0,5,5,5,0,5,5,5,2,5,5,5,5,5,0,75.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"M",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",-0.145413029631212,0.369887628805844,NA
"347d4404",5,5,5,5,3,5,5,5,5,1.25,5,5,5,5,0,5,5,5,5,0,84.25,NA,NA,84,82,72,78,NA,NA,NA,"A","A","A","A",NA,3,"M",1,"Pass","Yes","Yes","Yes",0,NA,"Pass","Pass","AB","IB","Cat3",0.53149543291611,0.413319145369585,"0-1"
"349ffc87",5,0,2.5,5,5,5,5,5,5,3.13,5,5,0,5,5,5,5,5,0,5,80.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"F",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",0.320735480161142,0.395283280605216,NA
"34d37b0",5,5,5,5,5,5,0,5,5,3.75,5,5,2,5,5,5,5,5,5,5,90.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"M",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",1.09030406144435,0.48371483278948,NA
"34de9c3d",5,5,5,5,0,0,5,5,0,0,2,4,0,0,0,5,5,0,0,0,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"F",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",-1.13506351339726,0.353701579336114,NA
"3539ccc3",0,5,3.75,5,0,5,0,5,5,1.25,5,5,5,2,5,5,5,0,0,5,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"M",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",-0.119647276162142,0.370876150704273,NA
"35939595",5,5,5,5,0,5,5,5,5,3.75,5,5,5,5,5,5,5,5,5,5,93.75,NA,NA,92,93,NA,NA,NA,NA,NA,"A","A",NA,NA,NA,3,"F",2,"Pass",NA,"No","No",NA,NA,"Pass",NA,"AB","Unknown","Unknown",1.35237631322114,0.525751725742567,NA
"35ba8e8f",5,5,5,5,2,5,5,5,2.5,5,5,5,5,5,2.5,5,5,5,5,5,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"M",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",1.37173845806746,0.529000433573254,NA
"3638ac77",5,0,5,5,0,5,0,5,0,5,2,5,5,4,5,0,5,5,5,5,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"M",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",0.261918532468288,0.391061711378842,NA
"3704c24e",5,5,3.75,5,0,0,0,5,2.5,0,2,5,2,2,5,5,5,5,0,0,57.25,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,"E",NA,NA,2,"F",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",-0.80175625814855,0.354890775201248,NA
"3728cdb3",5,0,5,5,2,5,5,0,5,0,5,5,0,2,0,0,0,0,0,0,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"M",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",-1.10766026390784,0.353612598731608,NA
"37d2a0de",5,0,5,5,2,2.5,0,0,5,1.88,1,0,3,3,0,5,5,5,0,0,48.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"F",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",-0.919526387319744,0.353936234789764,NA
"383902c4",0,0,3.75,0,2,0,0,5,0,2.5,2,0,0,0,0,5,5,0,0,0,25.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"M",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",-1.70468131099742,0.365313239552029,NA
"385d017e",5,5,5,5,5,5,5,5,2.5,5,5,5,5,5,5,5,5,0,5,5,92.5,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,"G",NA,NA,2,"F",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",1.43783684910548,0.540196174209384,NA
"38605a02",5,5,5,5,0,5,5,5,5,5,5,5,2,5,0,5,5,5,5,5,87,56,66,NA,NA,NA,NA,78,"C","B",NA,NA,NA,NA,"A",1,"M",3,NA,NA,NA,NA,NA,0,NA,NA,NA,"Unknown","Unknown",1.09092660082042,0.483809435774056,NA
"39087ea6",5,5,2.5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,92.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"M",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",1.24087811128181,0.507378834898446,NA
"390d244d",5,0,2.5,5,0,0,0,5,5,1.25,2,0,0,5,5,5,5,5,5,0,55.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"M",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",-0.747725797862243,0.355504739505892,NA
"3944f949",5,5,5,5,5,5,0,5,5,2.5,5,5,5,5,5,5,5,5,5,0,87.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"F",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",0.732985314574316,0.435037426742173,NA
"39690406",5,5,5,5,5,0,0,5,5,2.5,5,5,5,4,5,5,5,5,5,5,86.5,NA,NA,75,87,NA,75,NA,NA,NA,"A","A",NA,"A",NA,2,"M",2,"Pass","No","No","No",0,NA,"Pass","Pass","AB","Unknown","Unknown",0.673534312047169,0.42817119347947,"0-1"
"397c0a8",5,0,1.25,5,0,5,0,5,5,1.25,5,5,0,2,5,5,5,0,5,0,59.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"M",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",-0.547676052528501,0.358692610898223,NA
"39a4b212",5,5,5,5,2,5,0,5,5,1.25,5,5,5,0,2.5,5,5,5,5,0,75.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"F",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",0.0578000092086791,0.37885559174733,NA
"39df8379",5,5,3.75,5,2,5,5,5,5,3.13,5,1,5,5,5,5,5,5,5,5,89.88,NA,NA,NA,85,94,77,NA,NA,NA,NA,"A","A","A",NA,2,"M",3,"Pass","Yes",NA,"Yes",NA,NA,NA,"Pass","AB","A-Level","Cat3",0.885935830912195,0.454398154103884,NA
"3a4a3672",5,5,5,5,2,5,0,5,2.5,1.88,2,5,5,2,0,5,5,5,0,5,70.38,NA,NA,64,81,NA,NA,NA,NA,NA,"B","A",NA,NA,NA,1,"F",2,"Pass",NA,"No","No",NA,NA,"Pass",NA,"AB","A-Level","Cat3",-0.0239434894155442,0.374910940205019,NA
"3a4f3a09",0,5,3.75,0,2,5,5,5,5,3.13,2,5,5,5,0,5,5,5,5,0,70.88,NA,NA,82,71,77,NA,NA,NA,NA,"A","A","A",NA,NA,2,"M",3,"Pass",NA,"Yes","Yes",NA,NA,"Pass",NA,"AB","A-Level","Cat1",0.0599952729533724,0.378968382775417,NA
"3a9990a3",5,5,5,5,2,0,0,5,5,5,5,5,5,5,2.5,5,5,5,5,5,84.5,NA,NA,NA,82,NA,NA,NA,NA,NA,NA,"A",NA,NA,NA,5,"F",1,"Pass",NA,NA,"No",NA,NA,NA,NA,"AB","Unknown","Unknown",0.897240457035737,0.455921874327433,NA
"3aabe266",0,5,5,5,5,5,0,5,2.5,1.25,5,5,5,2,5,5,5,5,0,0,70.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"M",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",-0.149411667649756,0.36973771422229,NA
"3aaf7152",5,5,5,5,2,5,0,5,5,1.25,5,5,5,5,5,5,5,5,5,0,83.25,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,"A",NA,5,"M",3,NA,"No",NA,NA,NA,NA,NA,"Pass",NA,"Unknown","Unknown",0.484274895625273,0.408868437717759,NA
"3ad220d5",5,0,5,5,2,0,5,5,5,0,5,5,2,0,5,5,5,5,5,0,69,NA,NA,71,67,NA,NA,NA,NA,NA,"A","B",NA,NA,NA,3,"M",4,"Pass",NA,"No","No",NA,NA,"Pass",NA,"AB","SQA","Cat3",-0.392511028645358,0.362175621097046,NA
"3adbf72a",5,5,2.5,0,0,5,0,5,0,2.5,2,5,0,0,0,5,5,5,0,0,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"F",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",-1.01489413097821,0.353575769118052,NA
"3ae9ee4b",0,0,5,0,0,0,0,0,2.5,0,0,5,5,2,5,5,5,5,0,0,39.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"F",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",-1.33105810983644,0.355479481471897,NA
"3af48cdc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,"B",4,"M",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA,NA
"3b57a87f",5,0,3.75,5,0,5,5,5,5,3.75,5,5,5,5,0,5,5,0,5,0,72.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"M",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",0.293463750722529,0.393283908564607,NA
"3c0bfae0",5,5,5,5,2,5,0,5,5,4.38,2,5,5,2,0,5,5,5,5,5,80.38,70,56,NA,NA,NA,NA,86,"A","C",NA,NA,NA,NA,"A",1,"M",3,NA,NA,NA,NA,NA,0,NA,NA,NA,"Unknown","Unknown",0.588337667992756,0.4189985136651,NA
"3c2debb2",5,5,5,5,5,5,5,5,5,0,5,5,5,5,2.5,5,5,5,5,5,92.5,NA,NA,NA,NA,89,NA,NA,NA,NA,NA,NA,"A",NA,NA,2,"F",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",0.870584000647386,0.452348680331667,NA
"3cadc569",5,5,3.75,0,0,5,5,5,2.5,1.88,2,5,2,2,5,5,5,5,5,5,74.13,NA,NA,61,73,NA,55,NA,NA,NA,"B","A",NA,"C",NA,1,"M",4,"Pass","No","No","No",0,NA,"Pass","Pass","AB","SQA","Cat2",-0.000324228267063835,0.376000969637619,"0-1"
"3cb24cba",5,5,5,0,2,5,0,5,5,2.5,5,5,5,2,5,5,5,5,5,5,81.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"M",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",0.486694594220545,0.409090640337205,NA
"3ccf1d3d",5,5,5,5,0,5,0,5,5,0.63,5,5,5,2,1.25,5,5,0,5,5,73.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"F",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",0.203431175119959,0.387190422339794,NA
"3ceb147c",5,0,3.75,5,3,5,0,5,2.5,1.25,5,5,5,2,2.5,5,5,5,0,5,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"F",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",-0.100701117702941,0.371628515621316,NA
