"Gender","Domicile.on.Programme.Entry","Nationality","Fee.Status.Grouping","Fee.Status.Description","Programme.Of.Study.Sought.Title","Year.Of.Attendance","Year.Of.Programme","Course.Code","Course.Name","AnonID"
"M","Lithuania","Lithuania","SEU","EU/EEA fee rate","Informatics",5,5,"PHYS08016","Physics 1A:  Foundations","a048cbf5"
"M","Germany","Germany","SEU","EU/EEA fee rate","Informatics",5,5,"PHYS08016","Physics 1A:  Foundations","7ebb95dd"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Electronics and Software Engineering",5,5,"SCEE08009","Engineering Mathematics 2A","4821e03b"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",5,3,"PHYS08016","Physics 1A:  Foundations","ea28c1fd"
"M","France","France (includes Corsica)","SEU","EU/EEA fee rate","Mechanical Engineering",5,5,"PHYS08016","Physics 1A:  Foundations","e009e729"
"M","Japan","Japan","OVERSEAS","Overseas/International fee rate","Mathematical Physics",4,4,"PHYS08016","Physics 1A:  Foundations","b4bc0122"
"M","Japan","Japan","OVERSEAS","Overseas/International fee rate","Mathematical Physics",4,4,"PHYS08035","Mathematics for Physics 1","b4bc0122"
"M","Japan","Japan","OVERSEAS","Overseas/International fee rate","Mathematical Physics",4,4,"PHYS08036","Mathematics for Physics 2","b4bc0122"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Informatics",2,2,"PHYS08016","Physics 1A:  Foundations","9b737804"
"M","Bulgaria","Bulgaria","SEU","EU/EEA fee rate","Software Engineering",3,3,"PHYS08016","Physics 1A:  Foundations","97e64e65"
"M","England","Poland","SEU","EU/EEA fee rate","Theoretical Physics",5,5,"PHYS08016","Physics 1A:  Foundations","4b81106c"
"M","England","Poland","SEU","EU/EEA fee rate","Theoretical Physics",5,5,"PHYS08035","Mathematics for Physics 1","4b81106c"
"M","England","Poland","SEU","EU/EEA fee rate","Theoretical Physics",5,5,"PHYS08036","Mathematics for Physics 2","4b81106c"
"F","Poland","Poland","SEU","EU/EEA fee rate","Chemical Physics with Industrial Experience",5,5,"PHYS08016","Physics 1A:  Foundations","a6322232"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Physics",5,5,"PHYS08016","Physics 1A:  Foundations","99a35ae8"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Physics",5,5,"PHYS08035","Mathematics for Physics 1","99a35ae8"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Physics",5,5,"PHYS08036","Mathematics for Physics 2","99a35ae8"
"F","Iran","Iran [Iran, Islamic Republic of]","OVERSEAS","Overseas/International fee rate","Mathematical Physics",4,4,"PHYS08016","Physics 1A:  Foundations","102a0e6c"
"F","Iran","Iran [Iran, Islamic Republic of]","OVERSEAS","Overseas/International fee rate","Mathematical Physics",4,4,"PHYS08035","Mathematics for Physics 1","102a0e6c"
"F","Iran","Iran [Iran, Islamic Republic of]","OVERSEAS","Overseas/International fee rate","Mathematical Physics",4,4,"PHYS08036","Mathematics for Physics 2","102a0e6c"
"M","England","Ireland","SEU","EU/EEA fee rate","Physics",5,5,"PHYS08016","Physics 1A:  Foundations","85a40a22"
"M","England","Ireland","SEU","EU/EEA fee rate","Physics",5,5,"PHYS08035","Mathematics for Physics 1","85a40a22"
"M","England","Ireland","SEU","EU/EEA fee rate","Physics",5,5,"PHYS08036","Mathematics for Physics 2","85a40a22"
"M","Lithuania","Lithuania","SEU","EU/EEA fee rate","Artificial Intelligence and Software Engineering",4,4,"PHYS08016","Physics 1A:  Foundations","40d0e403"
"F","Spain","Spain (includes Ceuta, Melilla)","SEU","EU/EEA fee rate","Chemical Physics with Industrial Experience",5,5,"PHYS08016","Physics 1A:  Foundations","ef385fb9"
"F","Spain","Spain (includes Ceuta, Melilla)","SEU","EU/EEA fee rate","Chemical Physics with Industrial Experience",5,5,"PHYS08035","Mathematics for Physics 1","ef385fb9"
"F","Spain","Spain (includes Ceuta, Melilla)","SEU","EU/EEA fee rate","Chemical Physics with Industrial Experience",5,5,"PHYS08036","Mathematics for Physics 2","ef385fb9"
"M","Poland","Poland","SEU","EU/EEA fee rate","Mechanical Engineering",4,4,"PHYS08016","Physics 1A:  Foundations","d5733ef3"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Environmental Geoscience",4,4,"PHYS08041","Algebra and Calculus","32c88a61"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",3,2,"PHYS08016","Physics 1A:  Foundations","70f861d3"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Theoretical Physics",5,5,"PHYS08016","Physics 1A:  Foundations","10a4ab75"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Theoretical Physics",5,5,"PHYS08035","Mathematics for Physics 1","10a4ab75"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Theoretical Physics",5,5,"PHYS08036","Mathematics for Physics 2","10a4ab75"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Astrophysics",5,4,"PHYS08016","Physics 1A:  Foundations","f00f215c"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Astrophysics",5,4,"PHYS08035","Mathematics for Physics 1","f00f215c"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Astrophysics",5,4,"PHYS08036","Mathematics for Physics 2","f00f215c"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",3,4,"PHYS08041","Algebra and Calculus","33d8bd35"
"F","Malaysia","Malaysia","OVERSEAS","Overseas/International fee rate","Chemical Engineering",5,5,"SCEE08009","Engineering Mathematics 2A","63ba30b"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Chemical Physics",3,2,"PHYS08016","Physics 1A:  Foundations","d94a8a2a"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Chemical Physics",3,2,"PHYS08035","Mathematics for Physics 1","d94a8a2a"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Chemical Physics",3,2,"PHYS08036","Mathematics for Physics 2","d94a8a2a"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Physics",5,5,"PHYS08016","Physics 1A:  Foundations","be4da5e5"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Physics",5,5,"PHYS08035","Mathematics for Physics 1","be4da5e5"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Physics",5,5,"PHYS08036","Mathematics for Physics 2","be4da5e5"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Computer Science",1,1,"PHYS08016","Physics 1A:  Foundations","ffb03cd5"
"F","Netherlands","Netherlands","SEU","EU/EEA fee rate","Mathematical Physics",5,5,"PHYS08016","Physics 1A:  Foundations","87e21635"
"F","Netherlands","Netherlands","SEU","EU/EEA fee rate","Mathematical Physics",5,5,"PHYS08035","Mathematics for Physics 1","87e21635"
"F","Netherlands","Netherlands","SEU","EU/EEA fee rate","Mathematical Physics",5,5,"PHYS08036","Mathematics for Physics 2","87e21635"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Computer Science",5,4,"PHYS08016","Physics 1A:  Foundations","6a3ca6be"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Computer Science",5,4,"PHYS08035","Mathematics for Physics 1","6a3ca6be"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Computer Science",5,4,"PHYS08036","Mathematics for Physics 2","6a3ca6be"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",5,5,"PHYS08016","Physics 1A:  Foundations","9c6d4d12"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",5,5,"PHYS08035","Mathematics for Physics 1","9c6d4d12"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",5,5,"PHYS08036","Mathematics for Physics 2","9c6d4d12"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Civil Engineering",4,4,"PHYS08016","Physics 1A:  Foundations","35831fc4"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Theoretical Physics",4,4,"PHYS08016","Physics 1A:  Foundations","f643e150"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Theoretical Physics",4,4,"PHYS08035","Mathematics for Physics 1","f643e150"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Theoretical Physics",4,4,"PHYS08036","Mathematics for Physics 2","f643e150"
"F","Spain","Spain (includes Ceuta, Melilla)","SEU","EU/EEA fee rate","Chemical Engineering",4,3,"PHYS08016","Physics 1A:  Foundations","3dd3fe7e"
"F","Spain","Spain (includes Ceuta, Melilla)","SEU","EU/EEA fee rate","Chemical Engineering",4,3,"PHYS08035","Mathematics for Physics 1","3dd3fe7e"
"M","Kenya","Ireland","OVERSEAS","Overseas/International fee rate","Mechanical Engineering with Renewable Energy",5,5,"PHYS08016","Physics 1A:  Foundations","9a296630"
"M","Belgium","Netherlands","SEU","EU/EEA fee rate","Engineering for Sustainable Energy",4,4,"SCEE08009","Engineering Mathematics 2A","d33ffeff"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",5,5,"PHYS08016","Physics 1A:  Foundations","abd9cd45"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",5,5,"PHYS08035","Mathematics for Physics 1","abd9cd45"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",5,5,"PHYS08036","Mathematics for Physics 2","abd9cd45"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"PHYS08016","Physics 1A:  Foundations","4ee0df3"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Computer Science and Physics",3,2,"PHYS08016","Physics 1A:  Foundations","1455cb40"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Computer Science and Physics",3,2,"PHYS08035","Mathematics for Physics 1","1455cb40"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Computer Science and Physics",3,2,"PHYS08036","Mathematics for Physics 2","1455cb40"
"M","Northern Ireland","United Kingdom","SEU","EU/EEA fee rate","Software Engineering",4,4,"PHYS08016","Physics 1A:  Foundations","3777fa0a"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Artificial Intelligence",2,2,"PHYS08016","Physics 1A:  Foundations","6893e86e"
"F","Scotland","Italy (includes Sardinia, Sicily)","SEU","Scotland fee rate","Electronics and Software Engineering",4,3,"SCEE08009","Engineering Mathematics 2A","46dee641"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Computer Science",4,4,"PHYS08016","Physics 1A:  Foundations","c26953b5"
"M","Greece","Greece","SEU","EU/EEA fee rate","Physics",4,4,"PHYS08016","Physics 1A:  Foundations","6ccb86f7"
"M","Greece","Greece","SEU","EU/EEA fee rate","Physics",4,4,"PHYS08035","Mathematics for Physics 1","6ccb86f7"
"M","Greece","Greece","SEU","EU/EEA fee rate","Physics",4,4,"PHYS08036","Mathematics for Physics 2","6ccb86f7"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Computer Science",4,3,"PHYS08016","Physics 1A:  Foundations","e08fa91e"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Computer Science",4,3,"PHYS08035","Mathematics for Physics 1","e08fa91e"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Computer Science",4,3,"PHYS08036","Mathematics for Physics 2","e08fa91e"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",4,3,"PHYS08016","Physics 1A:  Foundations","65322e79"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",4,3,"PHYS08035","Mathematics for Physics 1","65322e79"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",4,3,"PHYS08036","Mathematics for Physics 2","65322e79"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Computer Science",4,4,"PHYS08016","Physics 1A:  Foundations","a2d3113a"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Theoretical Physics",5,3,"PHYS08016","Physics 1A:  Foundations","409b1c20"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Chemistry with Industrial Experience",3,2,"PHYS08016","Physics 1A:  Foundations","3afcd363"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Civil Engineering",5,5,"PHYS08016","Physics 1A:  Foundations","d8b4de79"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mechanical Engineering",5,5,"PHYS08016","Physics 1A:  Foundations","6562212f"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics and Statistics",4,4,"PHYS08016","Physics 1A:  Foundations","50710486"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",4,4,"PHYS08016","Physics 1A:  Foundations","e604aa0d"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",4,4,"PHYS08035","Mathematics for Physics 1","e604aa0d"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",4,4,"PHYS08036","Mathematics for Physics 2","e604aa0d"
"M","England","Germany","SEU","EU/EEA fee rate","Mathematics",4,4,"PHYS08016","Physics 1A:  Foundations","b12de091"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Geophysics",4,4,"PHYS08016","Physics 1A:  Foundations","d1712a37"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Geophysics",4,4,"PHYS08035","Mathematics for Physics 1","d1712a37"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Geophysics",4,4,"PHYS08036","Mathematics for Physics 2","d1712a37"
"M","Northern Ireland","United Kingdom","SEU","EU/EEA fee rate","Ordinary Sciences",3,3,"PHYS08041","Algebra and Calculus","634b88d8"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mechanical Engineering",3,2,"PHYS08016","Physics 1A:  Foundations","7d3f8159"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mechanical Engineering",3,2,"SCEE08009","Engineering Mathematics 2A","7d3f8159"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",4,4,"PHYS08016","Physics 1A:  Foundations","9e6adc2d"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",4,4,"PHYS08035","Mathematics for Physics 1","9e6adc2d"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",4,4,"PHYS08036","Mathematics for Physics 2","9e6adc2d"
"M","Northern Ireland","United Kingdom","RUK","England/Wales/N Ireland fee rate","Theoretical Physics",5,5,"PHYS08016","Physics 1A:  Foundations","6abe35b1"
"M","Northern Ireland","United Kingdom","RUK","England/Wales/N Ireland fee rate","Theoretical Physics",5,5,"PHYS08035","Mathematics for Physics 1","6abe35b1"
"M","Northern Ireland","United Kingdom","RUK","England/Wales/N Ireland fee rate","Theoretical Physics",5,5,"PHYS08036","Mathematics for Physics 2","6abe35b1"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mechanical Engineering",4,4,"PHYS08016","Physics 1A:  Foundations","50dcf4e3"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mechanical Engineering",5,5,"PHYS08016","Physics 1A:  Foundations","3d730ce"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Physics",4,4,"PHYS08016","Physics 1A:  Foundations","c2d2106e"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Physics",4,4,"PHYS08035","Mathematics for Physics 1","c2d2106e"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Physics",4,4,"PHYS08036","Mathematics for Physics 2","c2d2106e"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematical Physics",5,5,"PHYS08016","Physics 1A:  Foundations","52192ad7"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematical Physics",5,5,"PHYS08036","Mathematics for Physics 2","52192ad7"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Chemistry with Materials Chemistry with a Year Abroad",4,5,"PHYS08041","Algebra and Calculus","4b4c2617"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Electronics and Electrical Engineering",5,4,"SCEE08009","Engineering Mathematics 2A","d3fcc329"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Informatics",5,5,"PHYS08016","Physics 1A:  Foundations","93832d10"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Astrophysics",5,4,"PHYS08016","Physics 1A:  Foundations","145a91c1"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Astrophysics",5,4,"PHYS08036","Mathematics for Physics 2","145a91c1"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Theoretical Physics",5,5,"PHYS08016","Physics 1A:  Foundations","7a41d1cf"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Theoretical Physics",5,5,"PHYS08035","Mathematics for Physics 1","7a41d1cf"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Theoretical Physics",5,5,"PHYS08036","Mathematics for Physics 2","7a41d1cf"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Geophysics and Meteorology",4,4,"PHYS08016","Physics 1A:  Foundations","c3b73e0d"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Geophysics and Meteorology",4,4,"PHYS08035","Mathematics for Physics 1","c3b73e0d"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Geophysics and Meteorology",4,4,"PHYS08036","Mathematics for Physics 2","c3b73e0d"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Physics",5,5,"PHYS08016","Physics 1A:  Foundations","d0b9f431"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Physics",5,5,"PHYS08035","Mathematics for Physics 1","d0b9f431"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Physics",5,5,"PHYS08036","Mathematics for Physics 2","d0b9f431"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Civil Engineering",5,5,"PHYS08016","Physics 1A:  Foundations","90709d77"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Chemistry with Environmental and Sustainable Chemistry",6,5,"PHYS08016","Physics 1A:  Foundations","f84f13b4"
